name,t_Myr,x,y,z,vx,vy,vz
Group A,-25.000000000000004,-7.0077386,-3.6349545,0.02338274,-116.99277,190.8265,7.124527
Group A,-24.5,-7.0667043,-3.5369334,0.027002716,-113.62866,192.54076,7.0317163
Group A,-24.000000000000004,-7.1239448,-3.4380488,0.030572109,-110.24365,194.20456,6.926761
Group A,-23.500000000000004,-7.1794486,-3.3383262,0.034084816,-106.838425,195.81783,6.810087
Group A,-23.0,-7.2332067,-3.2377918,0.03753496,-103.41365,197.38048,6.6821213
Group A,-22.500000000000004,-7.285208,-3.136471,0.040916868,-99.97,198.89241,6.543291
Group A,-22.0,-7.3354445,-3.0343902,0.044225097,-96.508125,200.35355,6.3940225
Group A,-21.500000000000004,-7.3839054,-2.9315753,0.04745442,-93.028694,201.76382,6.23474
Group A,-21.000000000000004,-7.430583,-2.828052,0.05059982,-89.53234,203.12315,6.065865
Group A,-20.5,-7.4754686,-2.723847,0.053656504,-86.01972,204.43147,5.887816
Group A,-20.0,-7.518554,-2.618986,0.056619883,-82.491455,205.6887,5.7010074
Group A,-19.500000000000004,-7.559831,-2.5134947,0.059485584,-78.94817,206.89479,5.50585
Group A,-19.000000000000004,-7.599293,-2.4074001,0.06224944,-75.39051,208.04968,5.3027487
Group A,-18.5,-7.636932,-2.300728,0.0649075,-71.81907,209.15329,5.092106
Group A,-18.000000000000004,-7.6727414,-2.1935048,0.06745599,-68.234474,210.20557,4.8743167
Group A,-17.5,-7.706714,-2.0857565,0.06989138,-64.63732,211.20647,4.649773
Group A,-17.000000000000004,-7.738845,-1.9775097,0.0722103,-61.028225,212.15591,4.418861
Group A,-16.5,-7.769127,-1.8687905,0.07440959,-57.407772,213.05386,4.181962
Group A,-16.0,-7.7975545,-1.7596252,0.0764863,-53.77656,213.90027,3.9394531
Group A,-15.500000000000002,-7.824123,-1.6500404,0.078437634,-50.13519,214.69505,3.6917064
Group A,-15.0,-7.848827,-1.5400623,0.08026103,-46.484234,215.43817,3.439089
Group A,-14.500000000000002,-7.8716617,-1.4297174,0.08195408,-42.824284,216.1296,3.1819649
Group A,-14.0,-7.8926225,-1.3190323,0.083514564,-39.15592,216.76923,2.9206932
Group A,-13.500000000000002,-7.9117055,-1.2080332,0.08494046,-35.47972,217.35704,2.6556299
Group A,-13.000000000000002,-7.928907,-1.0967469,0.08622993,-31.796265,217.89297,2.3871276
Group A,-12.500000000000002,-7.944223,-0.9851998,0.08738129,-28.106125,218.37698,2.115536
Group A,-12.000000000000002,-7.9576507,-0.87341845,0.08839305,-24.409876,218.809,1.8412019
Group A,-11.5,-7.9691863,-0.7614295,0.0892639,-20.70809,219.18898,1.5644697
Group A,-11.0,-7.978828,-0.64925957,0.0899927,-17.00134,219.51686,1.2856826
Group A,-10.500000000000002,-7.986573,-0.5369353,0.0905785,-13.290198,219.79259,1.0051816
Group A,-10.0,-7.9924197,-0.42448342,0.09102049,-9.575235,220.01611,0.7233069
Group A,-9.500000000000002,-7.9963655,-0.31193057,0.091318056,-5.857024,220.18736,0.4403984
Group A,-9.000000000000002,-7.9984093,-0.19930354,0.09147077,-2.1361372,220.30629,0.15679531
Group A,-8.500000000000002,-7.9985495,-0.08662906,0.09147835,1.5868515,220.37283,-0.12716274
Group A,-8.0,-7.996786,0.026066022,0.09134071,5.311366,220.38693,-0.41113552
Group A,-7.5,-7.9931173,0.1387549,0.091057934,9.036829,220.34853,-0.6947817
Group A,-7.0,-7.9875436,0.2514107,0.09063026,12.762661,220.25757,-0.9777586
Group A,-6.500000000000001,-7.980065,0.36400652,0.09005814,16.48828,220.11397,-1.2597214
Group A,-6.000000000000001,-7.970681,0.47651547,0.08934216,20.2131,219.91768,-1.5403229
Group A,-5.5,-7.959393,0.5889105,0.08848312,23.936533,219.66866,-1.8192133
Group A,-5.0,-7.9462013,0.7011648,0.087481976,27.657986,219.3668,-2.0960393
Group A,-4.500000000000001,-7.931107,0.81325114,0.08633988,31.376863,219.01208,-2.3704445
Group A,-4.0,-7.914112,0.9251426,0.08505816,35.092567,218.60443,-2.642068
Group A,-3.5,-7.895218,1.0368121,0.08363834,38.804485,218.14377,-2.9105442
Group A,-3.0000000000000004,-7.874427,1.1482323,0.08208211,42.512012,217.63005,-3.1755035
Group A,-2.5,-7.8517413,1.2593764,0.08039137,46.21453,217.0632,-3.436571
Group A,-2.0,-7.8271637,1.370217,0.078568205,49.91142,216.44318,-3.6933656
Group A,-1.5000000000000002,-7.8006973,1.4807268,0.0766149,53.602047,215.7699,-3.9455016
Group A,-1.0,-7.7723455,1.5908788,0.07453395,57.285786,215.0433,-4.192586
Group A,-0.5,-7.7421117,1.7006457,0.072328016,60.961983,214.26337,-4.434221
Group A,0.0,-7.71,1.81,0.07,64.63,213.43,-4.67
Group B,-25.000000000000004,-6.8647466,-3.7363582,-0.06215486,-131.11404,188.56035,6.2156134
Group B,-24.5,-6.9309344,-3.6394746,-0.058921896,-127.75343,190.35712,6.427249
Group B,-24.000000000000004,-6.995398,-3.541686,-0.055583477,-124.37167,192.10095,6.6279926
Group B,-23.500000000000004,-7.0581274,-3.4430194,-0.05214527,-120.96957,193.79184,6.8174787
Group B,-23.0,-7.119112,-3.3435013,-0.048613124,-117.54792,195.42976,6.995346
Group B,-22.500000000000004,-7.1783423,-3.2431595,-0.04499307,-114.10753,197.01472,7.1612377
Group B,-22.0,-7.2358084,-3.1420207,-0.041291323,-110.64916,198.54672,7.3148017
Group B,-21.500000000000004,-7.291502,-3.040112,-0.037514277,-107.17361,200.02577,7.455692
Group B,-21.000000000000004,-7.3454137,-2.9374604,-0.033668496,-103.68162,201.45187,7.583567
Group B,-20.5,-7.397536,-2.834093,-0.029760726,-100.17396,202.82506,7.6980953
Group B,-20.0,-7.4478602,-2.7300372,-0.025797874,-96.65137,204.14537,7.7989507
Group B,-19.500000000000004,-7.4963803,-2.6253197,-0.021787012,-93.11458,205.4128,7.8858166
Group B,-19.000000000000004,-7.543088,-2.5199676,-0.017735371,-89.56433,206.62743,7.958388
Group B,-18.5,-7.5879765,-2.414008,-0.01365034,-86.00134,207.78926,8.016369
Group B,-18.000000000000004,-7.6310406,-2.3074675,-0.0095394505,-82.42632,208.89838,8.059478
Group B,-17.5,-7.672273,-2.2003734,-0.005410376,-78.83997,209.9548,8.087447
Group B,-17.000000000000004,-7.7116694,-2.0927527,-0.001270924,-75.243004,210.9586,8.100026
Group B,-16.5,-7.7492237,-1.984632,0.0028709783,-71.636086,211.90984,8.097015
Group B,-16.0,-7.784931,-1.8760384,0.007007383,-68.01992,212.80856,8.078588
Group B,-15.500000000000002,-7.818787,-1.7669985,0.011130508,-64.39516,213.65485,8.045145
Group B,-15.0,-7.8507876,-1.6575394,0.015232781,-60.76248,214.44878,7.997103
Group B,-14.500000000000002,-7.8809285,-1.5476876,0.019306844,-57.122536,215.1904,7.9348865
Group B,-14.0,-7.909207,-1.43747,0.023345562,-53.47598,215.87979,7.858927
Group B,-13.500000000000002,-7.9356184,-1.3269131,0.027342016,-49.823444,216.51704,7.7696605
Group B,-13.000000000000002,-7.9601607,-1.2160437,0.031289514,-46.165565,217.10223,7.6675267
Group B,-12.500000000000002,-7.982832,-1.1048884,0.035181586,-42.502975,217.63542,7.5529656
Group B,-12.000000000000002,-8.003629,-0.99347365,0.039011996,-38.83629,218.11671,7.4264183
Group B,-11.5,-8.02255,-0.8818261,0.042774726,-35.166122,218.54619,7.2883244
Group B,-11.0,-8.039593,-0.76997215,0.046463978,-31.493074,218.92392,7.1391196
Group B,-10.500000000000002,-8.054757,-0.65793824,0.050074186,-27.817749,219.25,6.979239
Group B,-10.0,-8.068043,-0.5457508,0.0536,-24.140741,219.52452,6.8091116
Group B,-9.500000000000002,-8.079447,-0.4334361,0.05703629,-20.462635,219.74757,6.6291637
Group B,-9.000000000000002,-8.088969,-0.3210205,0.06037814,-16.784016,219.91924,6.4398155
Group B,-8.500000000000002,-8.096612,-0.20853026,0.06362085,-13.10546,220.03958,6.241482
Group B,-8.0,-8.102373,-0.09599157,0.06675994,-9.427539,220.10873,6.0345726
Group B,-7.5,-8.106254,0.016569411,0.0697911,-5.7508197,220.12675,5.819491
Group B,-7.0,-8.108254,0.12912655,0.07271028,-2.075867,220.09373,5.596636
Group B,-6.500000000000001,-8.108377,0.24165379,0.0755136,1.5967609,220.00977,5.366398
Group B,-6.000000000000001,-8.106622,0.35412505,0.07819738,5.266508,219.87494,5.129164
Group B,-5.5,-8.102991,0.4665144,0.08075815,8.932821,219.68932,4.885315
Group B,-5.0,-8.097487,0.57879585,0.0831926,12.595153,219.45302,4.6352243
Group B,-4.500000000000001,-8.090111,0.69094354,0.085497655,16.252954,219.1661,4.379262
Group B,-4.0,-8.080866,0.8029316,0.0876704,19.905682,218.82867,4.117792
Group B,-3.5,-8.069755,0.9147342,0.089708105,23.552794,218.44078,3.8511739
Group B,-3.0000000000000004,-8.056779,1.0263256,0.091608234,27.193748,218.00255,3.579762
Group B,-2.5,-8.041944,1.13768,0.093368426,30.828005,217.51402,3.303907
Group B,-2.0,-8.025252,1.2487718,0.09498649,34.45503,216.97531,3.0239553
Group B,-1.5000000000000002,-8.006707,1.3595753,0.096460424,38.074276,216.38647,2.74025
Group B,-1.0,-7.9863143,1.4700648,0.0977884,41.68521,215.74759,2.4531312
Group B,-0.5,-7.964077,1.5802149,0.09896875,45.2873,215.05873,2.1629362
Group B,0.0,-7.94,1.69,0.1,48.88,214.32,1.87
Group C,-25.000000000000004,-6.979328,-3.710487,0.009983588,-123.56012,186.87091,2.445194
Group C,-24.5,-7.041658,-3.6144805,0.01122386,-120.21814,188.61687,2.4049635
Group C,-24.000000000000004,-7.1022735,-3.5175943,0.0124424305,-116.855934,190.31227,2.360341
Group C,-23.500000000000004,-7.1611648,-3.419854,0.013637089,-113.474205,191.95709,2.31146
Group C,-23.0,-7.218322,-3.3212857,0.014805692,-110.07362,193.55132,2.2584574
Group C,-22.500000000000004,-7.2737355,-3.221915,0.015946168,-106.65488,195.0949,2.201474
Group C,-22.0,-7.3273964,-3.1217678,0.017056517,-103.21861,196.58784,2.1406531
Group C,-21.500000000000004,-7.379296,-3.0208704,0.018134816,-99.7655,198.03014,2.0761418
Group C,-21.000000000000004,-7.4294252,-2.9192483,0.019179214,-96.296196,199.42177,2.008089
Group C,-20.5,-7.4777765,-2.8169274,0.02018794,-92.811325,200.76273,1.9366463
Group C,-20.0,-7.524342,-2.713934,0.021159299,-89.31152,202.05301,1.861967
Group C,-19.500000000000004,-7.569114,-2.6102936,0.022091676,-85.797424,203.29263,1.7842062
Group C,-19.000000000000004,-7.6120863,-2.5060322,0.022983532,-82.26963,204.48157,1.7035203
Group C,-18.5,-7.6532507,-2.401176,0.023833418,-78.72876,205.61983,1.6200672
Group C,-18.000000000000004,-7.692601,-2.2957506,0.024639955,-75.17542,206.7074,1.5340061
Group C,-17.5,-7.7301316,-2.189782,0.025401851,-71.61021,207.74432,1.4454964
Group C,-17.000000000000004,-7.765836,-2.083296,0.026117895,-68.0337,208.73056,1.3546991
Group C,-16.5,-7.799709,-1.9763187,0.026786959,-64.4465,209.66614,1.2617751
Group C,-16.0,-7.8317447,-1.8688761,0.027407996,-60.84918,210.55106,1.1668863
Group C,-15.500000000000002,-7.8619385,-1.7609938,0.027980043,-57.242313,211.3853,1.0701948
Group C,-15.0,-7.8902855,-1.6526979,0.02850222,-53.626472,212.1689,0.9718628
Group C,-14.500000000000002,-7.9167814,-1.5440142,0.02897373,-50.002216,212.90186,0.8720529
Group C,-14.0,-7.941422,-1.4349687,0.029393857,-46.370113,213.58415,0.7709277
Group C,-13.500000000000002,-7.964204,-1.3255873,0.029761972,-42.730717,214.2158,0.66865003
Group C,-13.000000000000002,-7.985122,-1.2158958,0.030077526,-39.08458,214.79681,0.5653824
Group C,-12.500000000000002,-8.004175,-1.1059201,0.030340055,-35.43225,215.32718,0.46128753
Group C,-12.000000000000002,-8.0213585,-0.9956861,0.030549178,-31.774275,215.80688,0.35652784
Group C,-11.5,-8.03667,-0.8852199,0.030704597,-28.1112,216.23595,0.25126567
Group C,-11.0,-8.050107,-0.77454716,0.030806093,-24.443567,216.61436,0.1456632
Group C,-10.500000000000002,-8.061668,-0.66369385,0.030853538,-20.771915,216.94212,0.039882317
Group C,-10.0,-8.071351,-0.5526859,0.030846879,-17.09678,217.21922,-0.06591533
Group C,-9.500000000000002,-8.079153,-0.44154924,0.03078615,-13.418701,217.44565,-0.17156835
Group C,-9.000000000000002,-8.085073,-0.33030975,0.030671466,-9.738212,217.62138,-0.27691564
Group C,-8.500000000000002,-8.089112,-0.21899334,0.030503023,-6.0558467,217.74644,-0.38179642
Group C,-8.0,-8.091267,-0.10762594,0.030281104,-2.3721414,217.82082,-0.48605034
Group C,-7.5,-8.091537,0.0037665174,0.030006068,1.3123709,217.84445,-0.58951735
Group C,-7.0,-8.089925,0.115158096,0.029678358,4.997155,217.81737,-0.6920379
Group C,-6.500000000000001,-8.086427,0.22652285,0.029298497,8.681677,217.73955,-0.79345286
Group C,-6.000000000000001,-8.081046,0.33783484,0.028867096,12.365399,217.61096,-0.89360356
Group C,-5.5,-8.073781,0.44906807,0.02838484,16.047787,217.43158,-0.992332
Group C,-5.0,-8.064634,0.5601966,0.027852494,19.728298,217.20142,-1.0894805
Group C,-4.500000000000001,-8.053605,0.67119443,0.027270908,23.406395,216.92041,-1.1848924
Group C,-4.0,-8.040696,0.7820356,0.02664101,27.081533,216.58856,-1.2784115
Group C,-3.5,-8.025909,0.89269406,0.025963807,30.753166,216.20584,-1.3698825
Group C,-3.0000000000000004,-8.009245,1.0031438,0.025240386,34.42075,215.77222,-1.4591508
Group C,-2.5,-7.9907074,1.1133587,0.024471914,38.08373,215.28767,-1.5460633
Group C,-2.0,-7.9702973,1.2233129,0.023659633,41.741547,214.75217,-1.6304674
Group C,-1.5000000000000002,-7.9480186,1.3329802,0.022804864,45.39365,214.16568,-1.7122121
Group C,-1.0,-7.923874,1.4423345,0.021909008,49.039474,213.52817,-1.7911477
Group C,-0.5,-7.8978662,1.5513499,0.020973535,52.678448,212.83963,-1.8671257
Group C,0.0,-7.87,1.66,0.02,56.31,212.1,-1.94
Group D,-25.000000000000004,-6.9151545,-3.7760704,0.036356676,-122.82265,200.66353,5.2014074
Group D,-24.5,-6.9771094,-3.6730003,0.038982116,-119.488556,202.4513,5.065688
Group D,-24.000000000000004,-7.037353,-3.5690296,0.041536022,-116.13021,204.18674,4.9217143
Group D,-23.500000000000004,-7.0958734,-3.4641845,0.044014275,-112.748436,205.86964,4.769844
Group D,-23.0,-7.152659,-3.3584926,0.046412926,-109.34403,207.49979,4.610437
Group D,-22.500000000000004,-7.2076974,-3.2519805,0.048728213,-105.91781,209.07698,4.4438524
Group D,-22.0,-7.2609787,-3.1446757,0.05095656,-102.47056,210.60103,4.2704506
Group D,-21.500000000000004,-7.3124924,-3.036605,0.053094566,-99.0031,212.07175,4.0905895
Group D,-21.000000000000004,-7.3622274,-2.927796,0.055139024,-95.51621,213.48897,3.904627
Group D,-20.5,-7.410175,-2.818276,0.057086904,-92.0107,214.85252,3.7129197
Group D,-20.0,-7.456325,-2.7080722,0.058935363,-88.487335,216.16228,3.5158217
Group D,-19.500000000000004,-7.500669,-2.5972128,0.06068173,-84.94693,217.41808,3.3136861
Group D,-19.000000000000004,-7.5431986,-2.485725,0.062323518,-81.39026,218.61978,3.1068633
Group D,-18.5,-7.5839057,-2.3736362,0.06385842,-77.81809,219.7673,2.895702
Group D,-18.000000000000004,-7.6227818,-2.260975,0.06528431,-74.231224,220.86049,2.680548
Group D,-17.5,-7.6598206,-2.1477685,0.066599235,-70.63042,221.89926,2.4617457
Group D,-17.000000000000004,-7.6950145,-2.0340447,0.06780141,-67.01646,222.88351,2.2396364
Group D,-16.5,-7.7283573,-1.9198315,0.06888924,-63.39009,223.81316,2.0145595
